HGNC_ID	STATUS	WITHDRAWN_SYMBOL	MERGED_INTO_REPORT(S) (i.e HGNC_ID|SYMBOL|STATUS)
HGNC:19746	Merged/Split	C21orf115	HGNC:14616|PLAC4|Approved
HGNC:19830	Merged/Split	NCRNA00291	HGNC:19739|TTC6|Approved
HGNC:19850	Entry Withdrawn	C14orf40	
HGNC:19851	Merged/Split	C14orf41	HGNC:8060|NUMB|Approved
HGNC:19852	Merged/Split	C14orf42	HGNC:33159|ACOT6|Approved
HGNC:19882	Merged/Split	EMILIN5	HGNC:16123|EMILIN3|Approved
HGNC:19951	Entry Withdrawn	DYX8	
HGNC:19976	Merged/Split	GPR134	HGNC:16291|HTR5BP|Approved
HGNC:19981	Entry Withdrawn	OTSC4	
HGNC:19984	Merged/Split	DFNA51	HGNC:11828|TJP2|Approved
HGNC:19996	Merged/Split	GPR140	HGNC:24828|MRGPRF|Approved
HGNC:19999	Entry Withdrawn	ZNF604P	
HGNC:20042	Merged/Split	ZNF409	HGNC:20152|ZFHX2|Approved
HGNC:20057	Merged/Split	UBE2L7P	HGNC:12486|UBE2L1|Approved
HGNC:20094	Entry Withdrawn	PFM3	
HGNC:20098	Merged/Split	C14orf51	HGNC:13112|ZBTB25|Approved
HGNC:20103	Entry Withdrawn	C14orf56	
HGNC:20104	Entry Withdrawn	C14orf57	
HGNC:20107	Merged/Split	C14orf60	HGNC:8010|NRXN3|Approved
HGNC:20108	Merged/Split	C14orf61	HGNC:20359|CEP128|Approved
HGNC:20109	Merged/Split	C14orf62	HGNC:27510|SNHG10|Approved
HGNC:20112	Entry Withdrawn	C14orf65	
HGNC:20114	Merged/Split	C14orf67	HGNC:21064|WDR25|Approved
HGNC:20124	Merged/Split	C14orf77	HGNC:33795|C14orf180|Approved
HGNC:20128	Entry Withdrawn	C14orf81	
HGNC:20135	Merged/Split	C14orf88	HGNC:20346|C14orf132|Approved
HGNC:20138	Entry Withdrawn	C14orf91	
HGNC:20158	Merged/Split	NCRNA00220	HGNC:32545|TMEM253|Approved
HGNC:20167	Merged/Split	C14orf96	HGNC:213|ADAM6|Approved
HGNC:20170	Entry Withdrawn	C14orf99	
HGNC:20172	Merged/Split	C19orf9	HGNC:13175|ZNF99|Approved
HGNC:20181	Merged/Split	DFNB42	HGNC:28741|ILDR1|Approved
HGNC:20206	Entry Withdrawn	MCDR3	
HGNC:20211	Merged/Split	KIAA0125	HGNC:19955|FAM30A|Approved
HGNC:20212	Merged/Split	C14orf116	HGNC:1928|FOXN3|Approved
HGNC:20216	Entry Withdrawn	C14orf113	
HGNC:20221	Merged/Split	C14orf117	HGNC:19853|MIDEAS|Approved
HGNC:20228	Entry Withdrawn	MRX84	
HGNC:20235	Entry Withdrawn	IBD8	
HGNC:20236	Entry Withdrawn	IBD9	
HGNC:20238	Entry Withdrawn	OTSC5	
HGNC:20350	Entry Withdrawn	C14orf136	
HGNC:20353	Merged/Split	LINC00341	HGNC:19861|SYNE3|Approved
HGNC:20355	Merged/Split	C14orf141	HGNC:6715|LTBP2|Approved
HGNC:20375	Entry Withdrawn	OTSC6	
HGNC:20394	Entry Withdrawn	CLAM	
HGNC:20405	Merged/Split	KRT6D	HGNC:6443|KRT6A|Approved
HGNC:20408	Entry Withdrawn	DFNB40	
HGNC:20424	Merged/Split	HCG16	HGNC:18361|HCG15|Approved
HGNC:20481	Entry Withdrawn	C6orf50	
HGNC:20490	Merged/Split	C14orf151	HGNC:23791|INF2|Approved
HGNC:20496	Entry Withdrawn	C14orf157	
HGNC:20504	Entry Withdrawn	HIST2H3B	
HGNC:20518	Merged/Split	KRTAP18-1	HGNC:22966|KRTAP10-1|Approved
HGNC:20519	Merged/Split	KRTAP18-2	HGNC:22967|KRTAP10-2|Approved
HGNC:20520	Merged/Split	KRTAP18-3	HGNC:22968|KRTAP10-3|Approved
HGNC:20522	Merged/Split	KRTAP18-5	HGNC:22969|KRTAP10-5|Approved
HGNC:20524	Merged/Split	KRTAP18-7	HGNC:22970|KRTAP10-7|Approved
HGNC:20526	Merged/Split	KRTAP18-9	HGNC:22971|KRTAP10-9|Approved
HGNC:20574	Merged/Split	CRAC1	HGNC:2001|GREM1|Approved
HGNC:20600	Merged/Split	WARBM1	HGNC:17063|RAB3GAP1|Approved
HGNC:20613	Merged/Split	TDRD4	HGNC:10060|RNF17|Approved
HGNC:20643	Merged/Split	TAS2R65P	HGNC:19107|TAS2R18P|Approved
HGNC:20666	Merged/Split	HGPPS	HGNC:13433|ROBO3|Approved
HGNC:20680	Entry Withdrawn	TELAB1	
HGNC:20683	Entry Withdrawn	CANDN1	
HGNC:20684	Entry Withdrawn	SCA25	
HGNC:20689	Merged/Split	ZNF424	HGNC:13125|ZNF57|Approved
HGNC:20752	Merged/Split	ZNF427	HGNC:13854|ZKSCAN4|Approved
HGNC:20769	Entry Withdrawn	MYMY3	
HGNC:20791	Entry Withdrawn	DFNA42	
HGNC:20805	Merged/Split	SCKL2	HGNC:9891|RBBP8|Approved
HGNC:20806	Entry Withdrawn	SCKL3	
HGNC:20888	Merged/Split	CORS2	HGNC:25018|TMEM216|Approved
HGNC:20909	Merged/Split	ZNF539	HGNC:13047|ZNF254|Approved
HGNC:20950	Entry Withdrawn	C9orf56	
HGNC:20963	Merged/Split	DFNB63	HGNC:25033|LRTOMT|Approved
HGNC:20975	Entry Withdrawn	SMAN1	
HGNC:20981	Merged/Split	LRRN5	HGNC:16914|LRRN2|Approved
HGNC:21038	Merged/Split	ZNF448	HGNC:12955|ZKSCAN7|Approved
HGNC:21058	Merged/Split	MYMY2	HGNC:14539|RNF213|Approved
HGNC:21089	Merged/Split	JBTS1	HGNC:21474|INPP5E|Approved
HGNC:21093	Merged/Split	C6orf91	HGNC:21118|ECT2L|Approved
HGNC:21112	Merged/Split	LINC00266-3	HGNC:51690|SEPTIN14P6|Approved
HGNC:21116	Merged/Split	FRCL1	HGNC:15621|SLC35D3|Approved
HGNC:21119	Entry Withdrawn	DNM1DN2@	
HGNC:21120	Merged/Split	DNM1DN3@	HGNC:35175|DNM1P28|Approved, HGNC:35176|DNM1P29|Approved, HGNC:35177|DNM1P30|Approved
HGNC:21121	Merged/Split	DNM1DN4@	HGNC:35177|DNM1P30|Approved, HGNC:35178|DNM1P31|Approved, HGNC:35179|DNM1P32|Approved
HGNC:21123	Entry Withdrawn	DNM1DN6	
HGNC:21124	Merged/Split	DNM1DN7@	HGNC:35180|DNM1P33|Approved
HGNC:21125	Merged/Split	DNM1DN8@	HGNC:35181|DNM1P34|Approved, HGNC:35182|DNM1P35|Approved, HGNC:35186|DNM1P36|Approved
HGNC:21127	Merged/Split	DNM1DN10@	HGNC:35187|DNM1P37|Approved, HGNC:35188|DNM1P38|Approved
HGNC:21128	Merged/Split	DNM1DN11@	HGNC:35188|DNM1P38|Approved, HGNC:35189|DNM1P39|Approved, HGNC:35190|DNM1P40|Approved, HGNC:35191|DNM1P41|Approved, HGNC:35188|DNM1P38|Approved, HGNC:35193|DNM1P43|Approved, HGNC:35194|DNM1P44|Approved
HGNC:21129	Merged/Split	DNM1DN12@	HGNC:35195|DNM1P45|Approved
HGNC:21130	Entry Withdrawn	DNM1DN13	
HGNC:21131	Merged/Split	DNM1DN14@	HGNC:35199|DNM1P46|Approved, HGNC:35200|DNM1P47|Approved
HGNC:21132	Merged/Split	DNM1DN15@	HGNC:35171|DNM1P24|Approved, HGNC:35172|DNM1P25|Approved
HGNC:21133	Merged/Split	DNM1DN16@	HGNC:35173|DNM1P26|Approved, HGNC:35174|DNM1P27|Approved
HGNC:21137	Entry Withdrawn	DNM1DN20	
HGNC:21138	Entry Withdrawn	DNM1DN21	
HGNC:21139	Entry Withdrawn	DNM1DN22	
HGNC:21141	Entry Withdrawn	DNM1DN23	
HGNC:21164	Merged/Split	C6orf92	HGNC:21213|ARFGEF3|Approved
HGNC:21178	Merged/Split	C6orf98	HGNC:17089|SYNE1|Approved
HGNC:21183	Merged/Split	FNDC2	HGNC:21184|FNDC1|Approved
HGNC:21201	Merged/Split	C6orf102	HGNC:21202|KIF6|Approved
HGNC:21229	Merged/Split	C6orf114	HGNC:21096|GFOD1|Approved
HGNC:21242	Merged/Split	HCG8	HGNC:13924|ZNRD1ASP|Approved
HGNC:21287	Merged/Split	C6orf131	HGNC:4678|GUCA1A|Approved
HGNC:21291	Merged/Split	C10orf43	HGNC:23591|FAM25HP|Entry Withdrawn
HGNC:21318	Merged/Split	TMEM13	HGNC:19992|OPN5|Approved
HGNC:21322	Merged/Split	DFNB68	HGNC:3169|S1PR2|Approved
HGNC:21340	Merged/Split	SPG23	HGNC:29043|DSTYK|Approved
HGNC:21341	Entry Withdrawn	GLC1K	
HGNC:21358	Merged/Split	C6orf144	HGNC:32789|GFRAL|Approved
HGNC:21363	Merged/Split	C6orf147	HGNC:21366|KHDC1|Approved
HGNC:21369	Merged/Split	C6orf152	HGNC:31923|LCA5|Approved
HGNC:21402	Entry Withdrawn	DFNA53	
HGNC:21433	Entry Withdrawn	SLC4A7OS	
HGNC:21477	Merged/Split	DHRS6	HGNC:32389|BDH2|Approved
HGNC:21486	Merged/Split	C6orf171	HGNC:21485|TBC1D32|Approved
HGNC:21491	Merged/Split	VKCFD2	HGNC:23663|VKORC1|Approved
HGNC:21508	Merged/Split	XAGE1D	HGNC:25400|XAGE1B|Approved
HGNC:21519	Entry Withdrawn	C8orf67	
HGNC:21546	Merged/Split	C6orf178	HGNC:21555|EYS|Approved
HGNC:21547	Merged/Split	C6orf179	HGNC:21555|EYS|Approved
HGNC:21548	Merged/Split	C6orf180	HGNC:21555|EYS|Approved
HGNC:21554	Merged/Split	EGFL10	HGNC:21555|EYS|Approved
HGNC:21562	Merged/Split	C6orf183	HGNC:21565|CCDC162P|Approved
HGNC:21563	Merged/Split	C6orf184	HGNC:21565|CCDC162P|Approved
HGNC:21567	Merged/Split	C6orf187	HGNC:33391|CALHM6|Approved
HGNC:21585	Merged/Split	GCNT5	HGNC:4204|GCNT2|Approved
HGNC:21618	Merged/Split	AKD2	HGNC:33814|AK9|Approved
HGNC:21619	Entry Withdrawn	C6orf200	
HGNC:21621	Entry Withdrawn	C6orf202	
HGNC:21626	Entry Withdrawn	MRX82	
HGNC:21660	Entry Withdrawn	HCP5P6	
HGNC:21662	Entry Withdrawn	HCP5P2	
HGNC:21670	Entry Withdrawn	HCP5P15	
HGNC:21671	Entry Withdrawn	HCP5P12	
HGNC:21692	Entry Withdrawn	C15orf31	
HGNC:21712	Merged/Split	C11orf32	HGNC:11185|SORL1|Approved
HGNC:21804	Entry Withdrawn	C8orf63	
HGNC:21902	Entry Withdrawn	RP32	
HGNC:22120	Entry Withdrawn	BMIQ6	
HGNC:22400	Entry Withdrawn	DFNB45	
HGNC:22405	Merged/Split	PRAMEF21	HGNC:25224|PRAMEF20|Approved
HGNC:22433	Entry Withdrawn	USH1H	
HGNC:22494	Merged/Split	SPG26	HGNC:4117|B4GALNT1|Approved
HGNC:22929	Merged/Split	HCG4P10	HGNC:21241|HCG4|Approved
HGNC:22993	Entry Withdrawn	SPG24	
HGNC:23021	Entry Withdrawn	VRK3P1	
HGNC:23036	Merged/Split	C6orf207	HGNC:21569|THEMIS|Approved
HGNC:23050	Merged/Split	MYETS1	HGNC:17005|CNMD|Approved
HGNC:23054	Entry Withdrawn	AIS2	
HGNC:23083	Entry Withdrawn	AIS3	
HGNC:23084	Entry Withdrawn	HCP5P3	
HGNC:23110	Merged/Split	PCDH23	HGNC:23111|DCHS2|Approved
HGNC:23127	Entry Withdrawn	C21orf118	
HGNC:23129	Merged/Split	C21orf120	HGNC:1305|C21orf62|Approved
HGNC:23152	Merged/Split	HSN2	HGNC:14540|WNK1|Approved
HGNC:23205	Merged/Split	AUNA1	HGNC:15480|DIAPH3|Approved
HGNC:23223	Merged/Split	DFNB44	HGNC:232|ADCY1|Approved
HGNC:23240	Merged/Split	ZFP106	HGNC:12886|ZNF106|Approved
HGNC:23256	Entry Withdrawn	GLC1H	
HGNC:23262	Entry Withdrawn	LINC00610	
HGNC:23331	Merged/Split	FSD1CL	HGNC:13753|FSD1L|Approved
HGNC:23335	Merged/Split	ANXA8L2	HGNC:23334|ANXA8L1|Approved
HGNC:23374	Entry Withdrawn	C9orf33	
HGNC:23388	Merged/Split	C9orf35	HGNC:23825|MOB3B|Approved
HGNC:23398	Entry Withdrawn	C9orf38	
HGNC:23403	Merged/Split	MRC1L1	HGNC:7228|MRC1|Approved
HGNC:23413	Entry Withdrawn	HCG2P6	
HGNC:23417	Merged/Split	FAM21B	HGNC:23416|WASHC2A|Approved
HGNC:23418	Entry Withdrawn	WASHC2D	
HGNC:23420	Merged/Split	C10orf12	HGNC:29503|LCOR|Approved
HGNC:23422	Merged/Split	PTPN20A	HGNC:23423|PTPN20|Approved
HGNC:23430	Merged/Split	C10orf14	HGNC:23523|JAKMIP3|Approved
HGNC:23431	Merged/Split	ANKRD14	HGNC:26724|ANKS6|Approved
HGNC:23446	Entry Withdrawn	FAM22C	
HGNC:23453	Merged/Split	FRMPD2P2	HGNC:16843|FRMPD2B|Approved
HGNC:23454	Merged/Split	PDZD5C	HGNC:28572|FRMPD2|Approved
HGNC:23457	Merged/Split	ASAH2C	HGNC:23456|ASAH2B|Approved
HGNC:23461	Entry Withdrawn	CTGLF8P	
HGNC:23462	Merged/Split	AGAP10	HGNC:23659|AGAP10P|Approved
HGNC:23464	Merged/Split	AGAP8	HGNC:23459|AGAP4|Approved
HGNC:23474	Merged/Split	FAM23B	HGNC:23473|TMEM236|Approved
HGNC:23507	Merged/Split	RASGEF2	HGNC:29374|KNDC1|Approved
HGNC:23544	Merged/Split	RPL23AP9	HGNC:23543|RPL23AP8|Approved
HGNC:23566	Entry Withdrawn	DFNA54	
HGNC:23580	Merged/Split	CTSLP5	HGNC:2540|CTSLP2|Approved
HGNC:23588	Merged/Split	FAM25D	HGNC:23587|FAM25E|Approved
HGNC:23591	Entry Withdrawn	FAM25HP	
HGNC:23635	Merged/Split	CTSLP7	HGNC:2540|CTSLP2|Approved
HGNC:23636	Merged/Split	GLUD1P7	HGNC:4337|GLUD1P2|Approved
HGNC:23637	Merged/Split	GLUD1P8	HGNC:23610|GLUD1P6|Approved
HGNC:23646	Merged/Split	GLC1G	HGNC:30696|WDR36|Approved
HGNC:23653	Merged/Split	BMS1P5	HGNC:23649|BMS1P1|Approved
HGNC:23654	Merged/Split	BMS1P6	HGNC:23650|BMS1P2|Approved
HGNC:23669	Merged/Split	C9orf47	HGNC:3167|S1PR3|Approved
HGNC:23670	Merged/Split	C9orf48	HGNC:19916|KIF24|Approved
HGNC:23701	Merged/Split	SNAX1	HGNC:25358|RNF170|Approved
HGNC:23702	Merged/Split	PPCD3	HGNC:11642|ZEB1|Approved
HGNC:23722	Merged/Split	SCAR1	HGNC:445|SETX|Approved
HGNC:23778	Entry Withdrawn	CHES1L1	
HGNC:23779	Merged/Split	ZNF505	HGNC:13169|ZNF93|Approved
HGNC:23819	Entry Withdrawn	FAM67A	
HGNC:23823	Merged/Split	MLL3P	HGNC:15730|BAGE4|Approved
HGNC:23824	Entry Withdrawn	HPLH1	
HGNC:23827	Entry Withdrawn	BMIQ1	
HGNC:23828	Entry Withdrawn	BMIQ2	
HGNC:23829	Entry Withdrawn	BMIQ3	
HGNC:23830	Merged/Split	BMIQ4	HGNC:12518|UCP2|Approved
HGNC:23869	Merged/Split	FAM8A8P	HGNC:16375|FAM8A4P|Approved
HGNC:23944	Merged/Split	CYCSP54	HGNC:23943|CYCSP49|Approved
HGNC:23948	Merged/Split	GAPDHP18	HGNC:37765|GAPDHP17|Approved
HGNC:24033	Merged/Split	TMEM133	HGNC:26545|ARHGAP42|Approved
HGNC:24038	Entry Withdrawn	DFNB54	
HGNC:24095	Entry Withdrawn	NCRNA00250	
HGNC:24106	Merged/Split	EKV3	HGNC:559|AP1S1|Approved
HGNC:24189	Merged/Split	WHSC1L1P	HGNC:14647|WHSC1L2P|Approved
HGNC:24214	Merged/Split	TTLL11-IT1	HGNC:18113|TTLL11|Approved
HGNC:24242	Merged/Split	C2orf12	HGNC:9907|RBMS1|Approved
HGNC:24312	Merged/Split	SCXA	HGNC:32322|SCX|Approved
HGNC:24367	Entry Withdrawn	DFNB51	
HGNC:24387	Merged/Split	CYCSP13	HGNC:24386|CYCSP12|Approved
HGNC:24747	Merged/Split	SEC63D1	HGNC:20193|HFM1|Approved
HGNC:24777	Merged/Split	C12orf63	HGNC:26456|CFAP54|Approved
HGNC:24780	Merged/Split	DNAH12L	HGNC:2943|DNAH12|Approved
HGNC:24799	Merged/Split	DCDC5	HGNC:20625|DCDC1|Approved
HGNC:24806	Merged/Split	DNHD3	HGNC:2948|DNAH2|Approved
HGNC:24807	Merged/Split	C9orf113	HGNC:17841|MORN5|Approved
HGNC:24813	Merged/Split	FOXD4L2	HGNC:23762|FOXD4L4|Approved
HGNC:24815	Entry Withdrawn	DEFA8	
HGNC:24901	Merged/Split	C19orf49	HGNC:3233|MEGF8|Approved
HGNC:24906	Entry Withdrawn	MYP11	
HGNC:24907	Entry Withdrawn	FAM67B	
HGNC:25101	Entry Withdrawn	ZNF384OS	
HGNC:25170	Merged/Split	MRX85	HGNC:2928|DMD|Approved
HGNC:25212	Entry Withdrawn	MRX86	
HGNC:25254	Entry Withdrawn	C18orf57	
HGNC:25264	Merged/Split	C2orf31	HGNC:4043|FZD5|Approved
HGNC:25273	Merged/Split	PLXNA4B	HGNC:9102|PLXNA4|Approved
HGNC:25290	Merged/Split	C15orf51	HGNC:35199|DNM1P46|Approved
HGNC:25293	Merged/Split	C19orf17	HGNC:23114|ELL|Approved
HGNC:25362	Merged/Split	BRCTD1	HGNC:25408|SLF1|Approved
HGNC:25411	Merged/Split	C8orf57	HGNC:7162|MMP16|Approved
HGNC:25466	Merged/Split	MRX87	HGNC:18060|ARX|Approved
HGNC:25711	Merged/Split	RUNDC2A	HGNC:30542|SNX29|Approved
HGNC:25767	Entry Withdrawn	PRAMEF16	
HGNC:25779	Merged/Split	C10orf68	HGNC:26533|CCDC7|Approved
HGNC:25855	Entry Withdrawn	SPG25	
HGNC:25861	Merged/Split	C5orf23	HGNC:7945|NPR3|Approved
HGNC:25912	Entry Withdrawn	C8orf28	
HGNC:25933	Merged/Split	MICALCL	HGNC:24693|MICAL2|Approved
HGNC:25943	Entry Withdrawn	C9orf118	
HGNC:25946	Merged/Split	C1orf218	HGNC:28404|DENND1B|Approved
HGNC:25977	Merged/Split	C18orf49	HGNC:22916|ZCCHC2|Approved
HGNC:26030	Merged/Split	CXorf35	HGNC:28615|ARMCX4|Approved
HGNC:26071	Entry Withdrawn	SPG27	
HGNC:26093	Entry Withdrawn	C9orf63	
HGNC:26130	Merged/Split	KIAA1840	HGNC:11226|SPG11|Approved
HGNC:26140	Entry Withdrawn	C9orf149	
HGNC:26206	Entry Withdrawn	C17orf84	
HGNC:26240	Merged/Split	CXorf45	HGNC:30881|ALG13|Approved
HGNC:26298	Entry Withdrawn	DEFT4P	
HGNC:26322	Merged/Split	C2orf48	HGNC:10452|RRM2|Approved
HGNC:26362	Entry Withdrawn	C18orf61	
HGNC:26377	Merged/Split	C6orf224	HGNC:33814|AK9|Approved
HGNC:26382	Merged/Split	C10orf93	HGNC:25247|CFAP46|Approved
HGNC:26410	Merged/Split	LINC00889	HGNC:3670|FGF13|Approved
HGNC:26418	Entry Withdrawn	TMEM155	
HGNC:26471	Merged/Split	ZNF553	HGNC:13114|ZNF48|Approved
HGNC:26492	Merged/Split	C1orf188	HGNC:32947|RNF207|Approved
HGNC:26500	Merged/Split	C1orf215	HGNC:6510|STMN1|Approved
HGNC:26547	Entry Withdrawn	DFNY1	
HGNC:26589	Entry Withdrawn	C3orf53	
HGNC:26603	Entry Withdrawn	DEFT6P	
HGNC:26612	Entry Withdrawn	RNF165-IT1	
HGNC:26619	Entry Withdrawn	CRIPAK	
HGNC:26631	Merged/Split	C18orf58	HGNC:26270|PIEZO2|Approved
HGNC:26642	Merged/Split	C9orf94	HGNC:14632|ADAMTSL1|Approved
HGNC:26651	Merged/Split	C11orf47	HGNC:26532|DNHD1|Approved
HGNC:26738	Merged/Split	DNHL1	HGNC:2951|DNAH6|Approved
HGNC:26774	Merged/Split	DFNB57	HGNC:26257|PDZD7|Approved
HGNC:26844	Merged/Split	C17orf47	HGNC:9165|SEPTIN4|Approved
HGNC:26867	Merged/Split	DNHD2	HGNC:2943|DNAH12|Approved
HGNC:26872	Merged/Split	DNAHL1	HGNC:2946|DNAH17|Approved
HGNC:26986	Entry Withdrawn	GLC1J	
HGNC:27073	Entry Withdrawn	GATM-AS1	
HGNC:27144	Merged/Split	C1orf84	HGNC:29040|SZT2|Approved
HGNC:27253	Merged/Split	C10orf64	HGNC:29323|WDFY4|Approved
HGNC:27255	Merged/Split	SCA28	HGNC:315|AFG3L2|Approved
HGNC:27280	Merged/Split	DNHD1L	HGNC:26532|DNHD1|Approved
HGNC:27298	Merged/Split	CXorf30	HGNC:26708|CFAP47|Approved
HGNC:27299	Merged/Split	NBPF24	HGNC:31993|NBPF11|Approved
HGNC:27311	Merged/Split	SH3D20	HGNC:31813|ARHGAP27|Approved
HGNC:27448	Merged/Split	MIR4697HG	HGNC:32326|IGSF9B|Approved
HGNC:27589	Merged/Split	FAM38B2	HGNC:26270|PIEZO2|Approved
HGNC:27651	Merged/Split	HNRNPU-AS1	HGNC:5048|HNRNPU|Approved
HGNC:27887	Merged/Split	C12orf74	HGNC:33829|PLEKHG7|Approved
HGNC:27917	Merged/Split	C1orf222	HGNC:29368|CFAP74|Approved
HGNC:28023	Merged/Split	C9orf164	HGNC:10732|SEMA4D|Approved
HGNC:28098	Merged/Split	LINC00950	HGNC:21427|TMEM8B|Approved
HGNC:28113	Entry Withdrawn	DFNB65	
HGNC:28138	Merged/Split	C9orf99	HGNC:18572|HSDL2|Approved
HGNC:28252	Entry Withdrawn	TMEM137	
HGNC:28293	Merged/Split	PRR8	HGNC:27223|RBM33|Approved
HGNC:28329	Merged/Split	C16orf47	HGNC:777|ZFHX3|Approved
HGNC:28411	Merged/Split	C1orf67	HGNC:2945|DNAH14|Approved
HGNC:28481	Merged/Split	ATXN7L4	HGNC:22210|ATXN7L1|Approved
HGNC:28516	Merged/Split	CSAG3B	HGNC:16847|CSAG2|Approved
HGNC:28545	Merged/Split	C11orf69	HGNC:24836|KIAA1549L|Approved
HGNC:28546	Merged/Split	CXorf22	HGNC:26708|CFAP47|Approved
HGNC:28549	Merged/Split	FNDC6	HGNC:6004|IL20RB|Approved
HGNC:28686	Entry Withdrawn	CABLES1L	
HGNC:28822	Entry Withdrawn	AKIRIN2-AS1	
HGNC:28876	Entry Withdrawn	DFNB55	
HGNC:28877	Merged/Split	DFNB53	HGNC:2187|COL11A2|Approved
HGNC:29015	Entry Withdrawn	HCG2P4	
HGNC:29019	Merged/Split	KIAA0367	HGNC:25209|PRUNE2|Approved
HGNC:29042	Entry Withdrawn	C8orf27	
HGNC:29055	Merged/Split	KIAA0507	HGNC:24255|RRP15|Approved
HGNC:29111	Merged/Split	KIAA0754	HGNC:13664|MACF1|Approved
HGNC:29133	Merged/Split	DEFA2	HGNC:2761|DEFA1|Approved
HGNC:29311	Entry Withdrawn	C18orf41	
HGNC:29439	Entry Withdrawn	DFNB62	
HGNC:29444	Merged/Split	MKS3	HGNC:28396|TMEM67|Approved
HGNC:29648	Entry Withdrawn	CLDN11CL	
HGNC:29651	Merged/Split	CTAGEP	HGNC:25111|CTAGE7P|Approved
HGNC:29844	Merged/Split	C9orf155	HGNC:15451|GOLM1|Approved
HGNC:30017	Merged/Split	SPG30	HGNC:888|KIF1A|Approved
HGNC:30028	Entry Withdrawn	GLC3C	
HGNC:30058	Entry Withdrawn	MAGI2-IT1	
HGNC:30161	Entry Withdrawn	SPG29	
HGNC:30165	Entry Withdrawn	LINC00614	
HGNC:30274	Merged/Split	TSSK5P2	HGNC:31931|TSSK5P|Approved
HGNC:30328	Entry Withdrawn	ZNF522	
HGNC:30374	Merged/Split	C10orf138	HGNC:33787|EEF1AKMT2|Approved
HGNC:30474	Entry Withdrawn	DEFT2P	
HGNC:30639	Merged/Split	SSXP2	HGNC:19652|SSX6P|Approved
HGNC:30679	Merged/Split	XAGE1C	HGNC:25400|XAGE1B|Approved
HGNC:30680	Merged/Split	XAGE2B	HGNC:4112|XAGE2|Approved
HGNC:30769	Entry Withdrawn	RN7SKL	
HGNC:30786	Entry Withdrawn	HCG2P2	
HGNC:30928	Entry Withdrawn	C15orf49	
HGNC:30944	Merged/Split	ZNF647	HGNC:13044|ZNF250|Approved
HGNC:30976	Entry Withdrawn	HCP5P14	
HGNC:30977	Entry Withdrawn	HCP5P13	
HGNC:30985	Entry Withdrawn	HCP5P8	
HGNC:30986	Entry Withdrawn	C6orf215	
HGNC:30995	Merged/Split	LCCS1	HGNC:4315|GLE1|Approved
HGNC:30996	Entry Withdrawn	HDLCQ1	
HGNC:30997	Entry Withdrawn	CTPL1	
HGNC:30998	Entry Withdrawn	CPAT1	
HGNC:31013	Entry Withdrawn	PSORS9	
HGNC:31020	Merged/Split	C2orf20	HGNC:888|KIF1A|Approved
HGNC:31025	Entry Withdrawn	FBXO22-AS1	
HGNC:31075	Merged/Split	SLC2A3P3	HGNC:18301|SLC2A14|Approved
HGNC:31084	Entry Withdrawn	OTSC7	
HGNC:31085	Entry Withdrawn	DFNB46	
HGNC:31086	Entry Withdrawn	DFNB47	
HGNC:31097	Entry Withdrawn	SCA26	
HGNC:31117	Entry Withdrawn	BMIQ5	
HGNC:31122	Merged/Split	ZNF286L	HGNC:33241|ZNF286B|Approved
HGNC:31128	Merged/Split	ABCB10P2	HGNC:14114|ABCB10P1|Approved
HGNC:31344	Merged/Split	HCG12	HGNC:23640|ZNF322|Approved
HGNC:31348	Merged/Split	DFNB48	HGNC:24579|CIB2|Approved
HGNC:31349	Merged/Split	DFNB49	HGNC:26401|MARVELD2|Approved
HGNC:31361	Merged/Split	C9orf101	HGNC:23432|CNTLN|Approved
HGNC:31366	Merged/Split	C9orf55B	HGNC:26079|DENND4C|Approved
HGNC:31373	Merged/Split	C9orf108	HGNC:3167|S1PR3|Approved
HGNC:31376	Entry Withdrawn	DYT15	
HGNC:31379	Merged/Split	HMGB1L15	HGNC:4997|HMGB1P5|Approved
HGNC:31380	Entry Withdrawn	DFNB50	
HGNC:31383	Merged/Split	C12orf15	HGNC:26316|MYRFL|Approved
HGNC:31390	Entry Withdrawn	NCRNA00090	
HGNC:31392	Entry Withdrawn	PIK3R1OS	
HGNC:31413	Entry Withdrawn	IKBKAP-IT1	
HGNC:31424	Entry Withdrawn	GVQW1	
HGNC:31431	Merged/Split	C10orf102	HGNC:4338|GLUD1P3|Approved
HGNC:31443	Merged/Split	PIP5K1L1	HGNC:23733|PIPSL|Approved
HGNC:31447	Merged/Split	C10orf113	HGNC:16932|NEBL|Approved
HGNC:31449	Merged/Split	LINC01552	HGNC:28716|C10orf67|Approved
HGNC:31453	Merged/Split	C9orf151	HGNC:33879|DNLZ|Approved
HGNC:31600	Entry Withdrawn	MIR220A	
HGNC:31633	Entry Withdrawn	MIRN321	
HGNC:31654	Merged/Split	C10orf123	HGNC:25247|CFAP46|Approved
HGNC:31655	Merged/Split	C10orf124	HGNC:25247|CFAP46|Approved
HGNC:31667	Merged/Split	C10orf131	HGNC:31666|CC2D2B|Approved
HGNC:31669	Merged/Split	C10orf133	HGNC:31668|GOLGA7B|Approved
HGNC:31688	Entry Withdrawn	FAM41BY	
HGNC:31691	Entry Withdrawn	C18orf33	
HGNC:31727	Entry Withdrawn	C18orf50	
HGNC:31728	Merged/Split	HRMT1L5	HGNC:10894|PRMT5|Approved
HGNC:31841	Entry Withdrawn	NCRNA00104	
