HGNC_ID	STATUS	WITHDRAWN_SYMBOL	MERGED_INTO_REPORT(S) (i.e HGNC_ID|SYMBOL|STATUS)
HGNC:3448	Merged/Split	ERK	HGNC:3393|EPHB2|Approved
HGNC:3450	Entry Withdrawn	ERPL1	
HGNC:3451	Entry Withdrawn	ERPL2	
HGNC:3452	Merged/Split	ERR	HGNC:11057|SLC7A1|Approved
HGNC:3453	Entry Withdrawn	ERV1	
HGNC:3455	Entry Withdrawn	ERVK2	
HGNC:3456	Entry Withdrawn	ERVK3	
HGNC:3457	Entry Withdrawn	ERVT1	
HGNC:3458	Entry Withdrawn	ERVT2	
HGNC:3459	Entry Withdrawn	ERVT3	
HGNC:3460	Entry Withdrawn	ERVT4	
HGNC:3461	Entry Withdrawn	ERVT5	
HGNC:3469	Merged/Split	ESRL1	HGNC:3471|ESRRA|Approved
HGNC:3470	Merged/Split	ESRL2	HGNC:3473|ESRRB|Approved
HGNC:3475	Merged/Split	ESTF	HGNC:6860|MAP3K8|Approved
HGNC:3476	Merged/Split	ESX	HGNC:3318|ELF3|Approved
HGNC:3484	Merged/Split	ETK1	HGNC:3387|EPHA3|Approved
HGNC:3485	Merged/Split	ETK2	HGNC:3394|EPHB3|Approved
HGNC:3486	Entry Withdrawn	ETM1	
HGNC:3487	Entry Withdrawn	ETM2	
HGNC:3502	Merged/Split	EVI9	HGNC:13221|BCL11A|Approved
HGNC:3504	Merged/Split	EVR1	HGNC:4042|FZD4|Approved
HGNC:3505	Merged/Split	EVR2	HGNC:7678|NDP|Approved
HGNC:3509	Merged/Split	EWSR2	HGNC:3488|ETS1|Approved
HGNC:3510	Merged/Split	EXLD1	HGNC:21446|HAPLN3|Approved
HGNC:3514	Entry Withdrawn	EXT3	
HGNC:3523	Entry Withdrawn	EYCL1	
HGNC:3524	Merged/Split	EYCL2	HGNC:8101|OCA2|Approved
HGNC:3525	Merged/Split	EYCL3	HGNC:8101|OCA2|Approved
HGNC:3532	Entry Withdrawn	F13A2	
HGNC:3533	Entry Withdrawn	F13A3	
HGNC:3536	Entry Withdrawn	F2L	
HGNC:3543	Merged/Split	F5F8D	HGNC:6631|LMAN1|Approved
HGNC:3548	Merged/Split	F8C	HGNC:3546|F8|Approved
HGNC:3549	Merged/Split	F8VWF	HGNC:12726|VWF|Approved
HGNC:3550	Merged/Split	F8VWFP	HGNC:12727|VWFP1|Approved
HGNC:3552	Entry Withdrawn	FA1	
HGNC:3564	Merged/Split	FACA	HGNC:3582|FANCA|Approved
HGNC:3565	Merged/Split	FACC	HGNC:3584|FANCC|Approved
HGNC:3566	Merged/Split	FACD	HGNC:1101|BRCA2|Approved
HGNC:3567	Merged/Split	FACE	HGNC:3586|FANCE|Approved
HGNC:3568	Entry Withdrawn	FACL1	
HGNC:3572	Merged/Split	FACVL1	HGNC:10996|SLC27A2|Approved
HGNC:3577	Merged/Split	FAEES3	HGNC:4638|GSTP1|Approved
HGNC:3580	Merged/Split	FAK2	HGNC:9612|PTK2B|Approved
HGNC:3589	Merged/Split	FANCH	HGNC:3582|FANCA|Approved
HGNC:3593	Merged/Split	FAS1	HGNC:11920|FAS|Approved
HGNC:3598	Entry Withdrawn	FAUNA@	
HGNC:3605	Merged/Split	FBNL	HGNC:3218|EFEMP1|Approved
HGNC:3610	Merged/Split	FCER1B	HGNC:7316|MS4A2|Approved
HGNC:3617	Merged/Split	FCGR2A1	HGNC:3616|FCGR2A|Approved
HGNC:3626	Merged/Split	FCP	HGNC:3627|FCP1|Entry Withdrawn
HGNC:3627	Entry Withdrawn	FCP1	
HGNC:3628	Merged/Split	FCT3A	HGNC:4015|FUT4|Approved
HGNC:3630	Merged/Split	FDH	HGNC:253|ADH5|Approved
HGNC:3643	Entry Withdrawn	FEB1	
HGNC:3644	Entry Withdrawn	FEB2	
HGNC:3645	Merged/Split	FEB3	HGNC:10585|SCN1A|Approved
HGNC:3646	Entry Withdrawn	FEB4	
HGNC:3652	Merged/Split	FEOM1	HGNC:19349|KIF21A|Approved
HGNC:3653	Merged/Split	FEOM2	HGNC:691|PHOX2A|Approved
HGNC:3654	Merged/Split	FEOM3	HGNC:20772|TUBB3|Approved
HGNC:3669	Merged/Split	FGF12B	HGNC:3668|FGF12|Approved
HGNC:3692	Merged/Split	FGFR6	HGNC:21664|FGFR3P1|Approved
HGNC:3698	Merged/Split	FGS1	HGNC:11957|MED12|Approved
HGNC:3699	Entry Withdrawn	FGS2	
HGNC:3707	Entry Withdrawn	FICP	
HGNC:3709	Entry Withdrawn	FIM1	
HGNC:3710	Entry Withdrawn	FIM3	
HGNC:3713	Merged/Split	FKBP1L	HGNC:3712|FKBP1B|Approved
HGNC:3726	Merged/Split	FKHL1	HGNC:3811|FOXG1|Approved
HGNC:3727	Merged/Split	FKHL10	HGNC:3815|FOXI1|Approved
HGNC:3728	Merged/Split	FKHL11	HGNC:3817|FOXL1|Approved
HGNC:3729	Merged/Split	FKHL12	HGNC:3808|FOXE3|Approved
HGNC:3730	Merged/Split	FKHL13	HGNC:3816|FOXJ1|Approved
HGNC:3731	Merged/Split	FKHL14	HGNC:3801|FOXC2|Approved
HGNC:3732	Merged/Split	FKHL15	HGNC:3806|FOXE1|Approved
HGNC:3733	Merged/Split	FKHL16	HGNC:3818|FOXM1|Approved
HGNC:3734	Merged/Split	FKHL17	HGNC:3803|FOXD2|Approved
HGNC:3736	Merged/Split	FKHL2	HGNC:3811|FOXG1|Approved
HGNC:3737	Merged/Split	FKHL3	HGNC:3811|FOXG1|Approved
HGNC:3738	Merged/Split	FKHL4	HGNC:3811|FOXG1|Approved
HGNC:3739	Merged/Split	FKHL5	HGNC:3809|FOXF1|Approved
HGNC:3740	Merged/Split	FKHL6	HGNC:3810|FOXF2|Approved
HGNC:3741	Merged/Split	FKHL7	HGNC:3800|FOXC1|Approved
HGNC:3742	Merged/Split	FKHL8	HGNC:3802|FOXD1|Approved
HGNC:3743	Merged/Split	FKHL9	HGNC:3805|FOXD4|Approved
HGNC:3744	Merged/Split	FKHR	HGNC:3819|FOXO1|Approved
HGNC:3745	Merged/Split	FKHRL1	HGNC:3821|FOXO3|Approved
HGNC:3746	Merged/Split	FKHRL1P1	HGNC:3822|FOXO3B|Approved
HGNC:3747	Merged/Split	FKHRP1	HGNC:3820|FOXO1B|Approved
HGNC:3751	Merged/Split	FLN1	HGNC:3754|FLNA|Approved
HGNC:3752	Merged/Split	FLN1L	HGNC:3755|FLNB|Approved
HGNC:3753	Merged/Split	FLN2	HGNC:3756|FLNC|Approved
HGNC:3759	Merged/Split	FLR	HGNC:1063|BLVRB|Approved
HGNC:3764	Merged/Split	FLT2	HGNC:3688|FGFR1|Approved
HGNC:3777	Entry Withdrawn	FMR3	
HGNC:3779	Merged/Split	FND	HGNC:449|ALX3|Approved
HGNC:3780	Entry Withdrawn	FNL1	
HGNC:3786	Entry Withdrawn	FNTBL1	
HGNC:3787	Entry Withdrawn	FNZ	
HGNC:3789	Merged/Split	FOLH2	HGNC:13636|FOLH1B|Approved
HGNC:3790	Merged/Split	FOLHP	HGNC:13636|FOLH1B|Approved
HGNC:3794	Entry Withdrawn	FOLR2L	
HGNC:3807	Merged/Split	FOXE2	HGNC:3806|FOXE1|Approved
HGNC:3812	Merged/Split	FOXG1B	HGNC:3811|FOXG1|Approved
HGNC:3813	Merged/Split	FOXG1C	HGNC:3811|FOXG1|Approved
HGNC:3904	Entry Withdrawn	FRA4E	
HGNC:3934	Entry Withdrawn	FRA8F	
HGNC:3941	Merged/Split	FRAP	HGNC:3942|MTOR|Approved
HGNC:3943	Merged/Split	FRAP2	HGNC:3942|MTOR|Approved
HGNC:3950	Merged/Split	FRAXF	HGNC:17125|TMEM185A|Approved
HGNC:3952	Entry Withdrawn	FRDA2	
HGNC:3956	Entry Withdrawn	FRV1	
HGNC:3957	Entry Withdrawn	FRV2	
HGNC:3958	Entry Withdrawn	FRV3	
HGNC:3962	Merged/Split	FSGS1	HGNC:166|ACTN4|Approved
HGNC:3963	Merged/Split	FSGS2	HGNC:12338|TRPC6|Approved
HGNC:3965	Merged/Split	FSHD	HGNC:3966|FSHMD1A|Entry Withdrawn
HGNC:3966	Entry Withdrawn	FSHMD1A	
HGNC:3967	Entry Withdrawn	FSHMD1B	
HGNC:3970	Merged/Split	FSP	HGNC:4602|CXCL1|Approved
HGNC:3975	Merged/Split	FTF	HGNC:7984|NR5A2|Approved
HGNC:3977	Merged/Split	FTH2	HGNC:3986|FTH1P16|Approved
HGNC:3984	Entry Withdrawn	FTHL14	
HGNC:3993	Merged/Split	FTHL6	HGNC:3976|FTH1|Approved
HGNC:3998	Merged/Split	FTHP3	HGNC:3983|FTH1P13|Approved
HGNC:4002	Merged/Split	FTNB	HGNC:198|ADAM2|Approved
HGNC:4003	Merged/Split	FTZF1	HGNC:7983|NR5A1|Approved
HGNC:4009	Merged/Split	FUR	HGNC:8568|FURIN|Approved
HGNC:4011	Entry Withdrawn	FUSE	
HGNC:4048	Merged/Split	G10P1	HGNC:5407|IFIT1|Approved
HGNC:4049	Merged/Split	G10P2	HGNC:5409|IFIT2|Approved
HGNC:4050	Merged/Split	G13P1	HGNC:5408|IFIT1P1|Approved
HGNC:4051	Merged/Split	G17P1	HGNC:2746|DDX5|Approved
HGNC:4052	Merged/Split	G1P1	HGNC:225|ADAR|Approved
HGNC:4058	Entry Withdrawn	G6PDL	
HGNC:4060	Merged/Split	G6PT	HGNC:4056|G6PC1|Approved
HGNC:4062	Merged/Split	G6PT2	HGNC:4061|SLC37A4|Approved
HGNC:4063	Merged/Split	G6PT3	HGNC:4061|SLC37A4|Approved
HGNC:4064	Entry Withdrawn	G7P1	
HGNC:4094	Entry Withdrawn	GAD3	
HGNC:4100	Entry Withdrawn	GAGE3	
HGNC:4109	Merged/Split	GAGEC2	HGNC:31804|PAGE2|Approved
HGNC:4120	Merged/Split	GALN	HGNC:4114|GAL|Approved
HGNC:4121	Merged/Split	GALNR	HGNC:4132|GALR1|Approved
HGNC:4151	Merged/Split	GAPDHL2	HGNC:4159|GAPDHP1|Approved
HGNC:4154	Merged/Split	GAPDL5	HGNC:12024|CRISP2|Approved
HGNC:4176	Merged/Split	GAX	HGNC:7014|MEOX2|Approved
HGNC:4190	Entry Withdrawn	GCF1	
HGNC:4202	Merged/Split	GCNF	HGNC:7985|NR6A1|Approved
HGNC:4207	Merged/Split	GCPS	HGNC:4319|GLI3|Approved
HGNC:4209	Merged/Split	GCSL	HGNC:2898|DLD|Approved
HGNC:4210	Merged/Split	GCTG	HGNC:21705|GGCT|Approved
HGNC:4211	Entry Withdrawn	GCY	
HGNC:4219	Entry Withdrawn	GDF4	
HGNC:4225	Merged/Split	GDH	HGNC:4795|H6PD|Approved
HGNC:4229	Merged/Split	GDIA1	HGNC:678|ARHGDIA|Approved
HGNC:4230	Merged/Split	GDIA2	HGNC:679|ARHGDIB|Approved
HGNC:4231	Merged/Split	GDID4	HGNC:679|ARHGDIB|Approved
HGNC:4233	Merged/Split	GDNFRA	HGNC:4243|GFRA1|Approved
HGNC:4239	Merged/Split	GFI2	HGNC:675|ARHGAP5|Approved
HGNC:4240	Merged/Split	GFPT	HGNC:4241|GFPT1|Approved
HGNC:4246	Merged/Split	GFRP1	HGNC:7980|NR4A1|Approved
HGNC:4255	Merged/Split	GGTB1	HGNC:4644|GTA|Entry Withdrawn
HGNC:4256	Merged/Split	GGTB2	HGNC:924|B4GALT1|Approved
HGNC:4257	Entry Withdrawn	GGTL1	
HGNC:4258	Entry Withdrawn	GGTL2	
HGNC:4264	Merged/Split	GHRF	HGNC:4265|GHRH|Approved
HGNC:4269	Merged/Split	GINGF	HGNC:11187|SOS1|Approved
HGNC:4276	Entry Withdrawn	GJA2	
HGNC:4282	Merged/Split	GJAL	HGNC:4274|GJA1|Approved
HGNC:4290	Merged/Split	GK7P	HGNC:23263|GK6P|Approved
HGNC:4293	Entry Withdrawn	GKP4	
HGNC:4294	Entry Withdrawn	GKP5	
HGNC:4297	Entry Withdrawn	GLAT	
HGNC:4299	Merged/Split	GLBA	HGNC:9498|PSAP|Approved
HGNC:4300	Entry Withdrawn	GLC#	
HGNC:4301	Merged/Split	GLC1A	HGNC:7610|MYOC|Approved
HGNC:4302	Entry Withdrawn	GLC1B	
HGNC:4303	Entry Withdrawn	GLC1C	
HGNC:4304	Entry Withdrawn	GLC1D	
HGNC:4305	Merged/Split	GLC1E	HGNC:17142|OPTN|Approved
HGNC:4306	Merged/Split	GLC1F	HGNC:17185|ASB10|Approved
HGNC:4307	Entry Withdrawn	GLC2A	
HGNC:4308	Merged/Split	GLC3A	HGNC:2597|CYP1B1|Approved
HGNC:4309	Entry Withdrawn	GLC3B	
HGNC:4310	Merged/Split	GLCL	HGNC:4311|GCLC|Approved
HGNC:4321	Merged/Split	GLIF	HGNC:7097|MIF|Approved
HGNC:4322	Merged/Split	GLNS	HGNC:4341|GLUL|Approved
HGNC:4334	Merged/Split	GLUC	HGNC:4177|GBA|Approved
HGNC:4346	Merged/Split	GLUR1	HGNC:4571|GRIA1|Approved
HGNC:4347	Merged/Split	GLUR2	HGNC:4572|GRIA2|Approved
HGNC:4348	Merged/Split	GLUR3	HGNC:4573|GRIA3|Approved
HGNC:4349	Merged/Split	GLUR4	HGNC:4574|GRIA4|Approved
HGNC:4350	Merged/Split	GLUR5	HGNC:4579|GRIK1|Approved
HGNC:4351	Merged/Split	GLUR6	HGNC:4580|GRIK2|Approved
HGNC:4352	Entry Withdrawn	GLUR7	
HGNC:4353	Merged/Split	GLUT1	HGNC:11005|SLC2A1|Approved
HGNC:4354	Merged/Split	GLUT2	HGNC:11006|SLC2A2|Approved
HGNC:4355	Merged/Split	GLUT3	HGNC:11007|SLC2A3|Approved
HGNC:4356	Merged/Split	GLUT3P1	HGNC:11008|SLC2A3P1|Approved
HGNC:4357	Merged/Split	GLUT4	HGNC:11009|SLC2A4|Approved
HGNC:4358	Merged/Split	GLUT5	HGNC:11010|SLC2A5|Approved
HGNC:4359	Merged/Split	GLUT6	HGNC:11008|SLC2A3P1|Approved
HGNC:4360	Merged/Split	GLVR1	HGNC:10946|SLC20A1|Approved
HGNC:4361	Merged/Split	GLVR2	HGNC:10947|SLC20A2|Approved
HGNC:4362	Merged/Split	GLXR	HGNC:4570|GRHPR|Approved
HGNC:4363	Entry Withdrawn	GLYB	
HGNC:4364	Merged/Split	GLYD	HGNC:4570|GRHPR|Approved
HGNC:4365	Entry Withdrawn	GLYS1	
HGNC:4366	Merged/Split	GLYT2L	HGNC:4254|GGTA2P|Approved
HGNC:4372	Entry Withdrawn	GMFA	
HGNC:4406	Merged/Split	GNG3LG	HGNC:15832|BSCL2|Approved
HGNC:4418	Merged/Split	GNPTA	HGNC:29670|GNPTAB|Approved
HGNC:4423	Merged/Split	GNT1	HGNC:12530|UGT1A1|Approved
HGNC:4437	Merged/Split	GOV	HGNC:9779|RAB3D|Approved
HGNC:4438	Merged/Split	GOX1	HGNC:4809|HAO1|Approved
HGNC:4442	Merged/Split	GP2B	HGNC:6138|ITGA2B|Approved
HGNC:4448	Entry Withdrawn	GPB	
HGNC:4457	Entry Withdrawn	GPDS1	
HGNC:4465	Merged/Split	GPR11	HGNC:3538|F2RL1|Approved
HGNC:4467	Merged/Split	GPR13	HGNC:2558|CX3CR1|Approved
HGNC:4470	Merged/Split	GPR16	HGNC:6713|LTB4R|Approved
HGNC:4483	Merged/Split	GPR28	HGNC:1610|CCR9|Approved
HGNC:4491	Entry Withdrawn	GPR34P	
HGNC:4505	Merged/Split	GPR5	HGNC:1625|XCR1|Approved
HGNC:4520	Merged/Split	GPR69A	HGNC:6508|LANCL1|Approved
HGNC:4521	Merged/Split	GPR69B	HGNC:6509|LANCL2|Approved
HGNC:4534	Merged/Split	GPR72	HGNC:4523|GPR83|Approved
HGNC:4541	Entry Withdrawn	GPR90	
HGNC:4546	Merged/Split	GPRK6L	HGNC:4547|GRK6P1|Approved
HGNC:4548	Merged/Split	GPRK7	HGNC:7111|MKNK2|Approved
HGNC:4569	Merged/Split	GRH	HGNC:4419|GNRH1|Approved
HGNC:4578	Merged/Split	GRIK	HGNC:4582|GRIK4|Approved
HGNC:4590	Merged/Split	GRL	HGNC:7978|NR3C1|Approved
HGNC:4608	Merged/Split	GRP78	HGNC:5238|HSPA5|Approved
HGNC:4611	Merged/Split	GSAS	HGNC:9722|ALDH18A1|Approved
HGNC:4614	Entry Withdrawn	GSK1	
HGNC:4615	Entry Withdrawn	GSK2	
HGNC:4618	Merged/Split	GSL	HGNC:9251|CTSA|Approved
HGNC:4619	Entry Withdrawn	GSM1	
HGNC:4625	Merged/Split	GST12	HGNC:7061|MGST1|Approved
HGNC:4639	Merged/Split	GSTPL	HGNC:4640|GSTP1P1|Approved
HGNC:4644	Entry Withdrawn	GTA	
HGNC:4645	Merged/Split	GTBP	HGNC:7329|MSH6|Approved
HGNC:4649	Merged/Split	GTF2D1	HGNC:11588|TBP|Approved
HGNC:4663	Merged/Split	GTF3B	HGNC:11551|BRF1|Approved
HGNC:4671	Entry Withdrawn	GTS	
HGNC:4672	Merged/Split	GUC1A2	HGNC:4684|GUCY1A2|Approved
HGNC:4673	Merged/Split	GUC1A3	HGNC:4685|GUCY1A1|Approved
HGNC:4674	Merged/Split	GUC1A4	HGNC:4689|GUCY2D|Approved
HGNC:4675	Merged/Split	GUC1B3	HGNC:4687|GUCY1B1|Approved
HGNC:4676	Merged/Split	GUC2C	HGNC:4688|GUCY2C|Approved
HGNC:4677	Merged/Split	GUC2D	HGNC:4689|GUCY2D|Approved
HGNC:4681	Merged/Split	GUCA2	HGNC:4682|GUCA2A|Approved
HGNC:4692	Merged/Split	GUD	HGNC:12796|WT1|Approved
HGNC:4697	Entry Withdrawn	GUSM	
HGNC:4698	Merged/Split	GXP1	HGNC:12469|UBA1|Approved
HGNC:4721	Merged/Split	H1FV	HGNC:4714|H1-0|Approved
HGNC:4723	Merged/Split	H2A	HGNC:4738|H2AC20|Approved
HGNC:4731	Merged/Split	H2AFK	HGNC:4732|H2AC10P|Approved
HGNC:4743	Merged/Split	H2AX	HGNC:4739|H2AX|Approved
HGNC:4745	Merged/Split	H2B	HGNC:4760|H2BC21|Approved
HGNC:4759	Merged/Split	H2BFO	HGNC:20517|H2BC19P|Approved
HGNC:4763	Merged/Split	H3F2	HGNC:20503|H3C14|Approved
HGNC:4777	Merged/Split	H3FM	HGNC:20503|H3C14|Approved
HGNC:4779	Merged/Split	H4F2	HGNC:4794|H4C14|Approved
HGNC:4780	Entry Withdrawn	H4F3	
HGNC:4797	Merged/Split	HABP1	HGNC:1243|C1QBP|Approved
HGNC:4804	Merged/Split	HADHSC	HGNC:4799|HADH|Approved
HGNC:4811	Entry Withdrawn	HAO3	
HGNC:4813	Merged/Split	HAP2	HGNC:4812|HAP1|Approved
HGNC:4815	Entry Withdrawn	HAPP	
HGNC:4822	Merged/Split	HAUSP	HGNC:12630|USP7|Approved
HGNC:4841	Entry Withdrawn	HCL1	
HGNC:4842	Entry Withdrawn	HCL2	
HGNC:4843	Entry Withdrawn	HCL3	
HGNC:4850	Entry Withdrawn	HCVS	
HGNC:4858	Merged/Split	HDLDT1	HGNC:29|ABCA1|Approved
HGNC:4859	Merged/Split	HEGFL	HGNC:3059|HBEGF|Approved
HGNC:4860	Entry Withdrawn	HELIGL1	
HGNC:4863	Merged/Split	HEN1	HGNC:7817|NHLH1|Approved
HGNC:4864	Merged/Split	HEN2	HGNC:7818|NHLH2|Approved
HGNC:4865	Entry Withdrawn	HEP10	
HGNC:4884	Merged/Split	HF2	HGNC:4883|CFH|Approved
HGNC:4885	Merged/Split	HFC1	HGNC:4839|HCFC1|Approved
HGNC:4889	Merged/Split	CFHR1P	HGNC:4888|CFHR1|Approved
HGNC:4891	Merged/Split	HFSP	HGNC:4708|GZMA|Approved
HGNC:4895	Merged/Split	HGFL	HGNC:7380|MST1|Approved
HGNC:4896	Merged/Split	HGL	HGNC:7997|NRG1|Approved
HGNC:4898	Merged/Split	HHC1	HGNC:1514|CASR|Approved
HGNC:4899	Merged/Split	HHC2	HGNC:4379|GNA11|Approved
HGNC:4900	Merged/Split	HHC3	HGNC:565|AP2S1|Approved
HGNC:4902	Merged/Split	HHG	HGNC:6585|LHCGR|Approved
HGNC:4903	Merged/Split	HHH	HGNC:10985|SLC25A15|Approved
HGNC:4911	Merged/Split	HIGM1	HGNC:11935|CD40LG|Approved
HGNC:4918	Merged/Split	HIS	HGNC:4806|HAL|Approved
HGNC:4919	Merged/Split	HIVE1	HGNC:1599|CCNT1|Approved
HGNC:4949	Merged/Split	HLA-DRB1L	HGNC:4957|HLA-DRB9|Approved
HGNC:4958	Merged/Split	HLA-DVB	HGNC:4946|HLA-DQB3|Approved
HGNC:4959	Merged/Split	HLA-DXA	HGNC:4943|HLA-DQA2|Approved
HGNC:4960	Merged/Split	HLA-DXB	HGNC:4945|HLA-DQB2|Approved
HGNC:4961	Merged/Split	HLA-DZA	HGNC:4936|HLA-DOA|Approved
HGNC:4968	Merged/Split	HLA-JY3	HGNC:4933|HLA-C|Approved
HGNC:4971	Merged/Split	HLA70	HGNC:4969|HLA-K|Approved
HGNC:4972	Merged/Split	HLA92	HGNC:4970|HLA-L|Approved
HGNC:4973	Merged/Split	HLAK	HGNC:4969|HLA-K|Approved
HGNC:4974	Merged/Split	HLAL	HGNC:4970|HLA-L|Approved
HGNC:4980	Entry Withdrawn	HMAA	
HGNC:4981	Entry Withdrawn	HMAB	
HGNC:4999	Entry Withdrawn	HMG1P	
HGNC:5011	Entry Withdrawn	HMI	
HGNC:5015	Merged/Split	HMR	HGNC:7980|NR4A1|Approved
HGNC:5016	Entry Withdrawn	HMS1	
HGNC:5020	Entry Withdrawn	HNB1	
HGNC:5027	Merged/Split	HNF6A	HGNC:8138|ONECUT1|Approved
HGNC:5029	Merged/Split	HNP36	HGNC:11004|SLC29A2|Approved
HGNC:5040	Merged/Split	HNRPG	HGNC:9911|RBMXP1|Approved
HGNC:5049	Entry Withdrawn	HOAC	
HGNC:5050	Merged/Split	HOKPP	HGNC:1397|CACNA1S|Approved
HGNC:5051	Merged/Split	HOMG	HGNC:17995|TRPM6|Approved
HGNC:5052	Merged/Split	HOMG2	HGNC:4026|FXYD2|Approved
HGNC:5053	Merged/Split	HOPS	HGNC:438|ALPL|Approved
HGNC:5054	Merged/Split	HOS	HGNC:11604|TBX5|Approved
HGNC:5055	Merged/Split	HOX10	HGNC:1975|VSX2|Approved
HGNC:5058	Merged/Split	HOX1A	HGNC:5108|HOXA7|Approved
HGNC:5059	Merged/Split	HOX1B	HGNC:5107|HOXA6|Approved
HGNC:5060	Merged/Split	HOX1C	HGNC:5106|HOXA5|Approved
HGNC:5061	Merged/Split	HOX1D	HGNC:5137|HOXD3|Approved
HGNC:5062	Merged/Split	HOX1E	HGNC:5104|HOXA3|Approved
HGNC:5063	Merged/Split	HOX1F	HGNC:5099|HOXA1|Approved
HGNC:5064	Merged/Split	HOX1G	HGNC:5109|HOXA9|Approved
HGNC:5065	Merged/Split	HOX1H	HGNC:5100|HOXA10|Approved
HGNC:5066	Merged/Split	HOX1I	HGNC:5101|HOXA11|Approved
HGNC:5067	Merged/Split	HOX1J	HGNC:5102|HOXA13|Approved
HGNC:5068	Merged/Split	HOX2@	HGNC:5110|HOXB@|Approved
HGNC:5069	Merged/Split	HOX2A	HGNC:5116|HOXB5|Approved
HGNC:5070	Merged/Split	HOX2B	HGNC:5117|HOXB6|Approved
HGNC:5071	Merged/Split	HOX2C	HGNC:5118|HOXB7|Approved
HGNC:5072	Merged/Split	HOX2D	HGNC:5119|HOXB8|Approved
HGNC:5073	Merged/Split	HOX2E	HGNC:5120|HOXB9|Approved
HGNC:5074	Merged/Split	HOX2F	HGNC:5115|HOXB4|Approved
HGNC:5075	Merged/Split	HOX2G	HGNC:5114|HOXB3|Approved
HGNC:5076	Merged/Split	HOX2H	HGNC:5113|HOXB2|Approved
HGNC:5077	Merged/Split	HOX2I	HGNC:5111|HOXB1|Approved
HGNC:5078	Merged/Split	HOX3@	HGNC:5121|HOXC@|Approved
HGNC:5079	Merged/Split	HOX3A	HGNC:5129|HOXC8|Approved
HGNC:5080	Merged/Split	HOX3B	HGNC:5130|HOXC9|Approved
HGNC:5081	Merged/Split	HOX3C	HGNC:5128|HOXC6|Approved
HGNC:5082	Merged/Split	HOX3D	HGNC:5127|HOXC5|Approved
HGNC:5083	Merged/Split	HOX3E	HGNC:5126|HOXC4|Approved
HGNC:5084	Merged/Split	HOX3F	HGNC:5124|HOXC12|Approved
HGNC:5085	Merged/Split	HOX3G	HGNC:5125|HOXC13|Approved
HGNC:5086	Merged/Split	HOX3H	HGNC:5123|HOXC11|Approved
HGNC:5087	Merged/Split	HOX4@	HGNC:5131|HOXD@|Approved
HGNC:5088	Merged/Split	HOX4A	HGNC:5137|HOXD3|Approved
HGNC:5089	Merged/Split	HOX4B	HGNC:5138|HOXD4|Approved
HGNC:5090	Merged/Split	HOX4C	HGNC:5140|HOXD9|Approved
HGNC:5091	Merged/Split	HOX4D	HGNC:5133|HOXD10|Approved
HGNC:5092	Merged/Split	HOX4E	HGNC:5139|HOXD8|Approved
HGNC:5093	Merged/Split	HOX4F	HGNC:5134|HOXD11|Approved
HGNC:5094	Merged/Split	HOX4G	HGNC:5132|HOXD1|Approved
HGNC:5095	Merged/Split	HOX4H	HGNC:5135|HOXD12|Approved
HGNC:5096	Merged/Split	HOX4I	HGNC:5136|HOXD13|Approved
HGNC:5097	Merged/Split	HOX7	HGNC:7391|MSX1|Approved
HGNC:5142	Merged/Split	HPAFP	HGNC:317|AFP|Approved
HGNC:5143	Entry Withdrawn	HPC1	
HGNC:5146	Entry Withdrawn	HPCX	
HGNC:5148	Merged/Split	HPDR	HGNC:8918|PHEX|Approved
HGNC:5149	Entry Withdrawn	HPE1	
HGNC:5150	Merged/Split	HPE2	HGNC:10889|SIX3|Approved
HGNC:5151	Merged/Split	HPE3	HGNC:10848|SHH|Approved
HGNC:5152	Merged/Split	HPE4	HGNC:11776|TGIF1|Approved
HGNC:5153	Entry Withdrawn	HPFH2	
HGNC:5158	Entry Withdrawn	HPRT2	
HGNC:5159	Entry Withdrawn	HPRTP1	
HGNC:5162	Merged/Split	HPRTP4	HGNC:5161|HPRT1P3|Approved
HGNC:5165	Entry Withdrawn	HPT	
HGNC:5169	Entry Withdrawn	HPVC1	
HGNC:5170	Merged/Split	HPVE6A	HGNC:12496|UBE3A|Approved
HGNC:5179	Merged/Split	HRD	HGNC:11582|TBCE|Approved
HGNC:5189	Merged/Split	HRP1	HGNC:12629|USP6|Approved
HGNC:5190	Merged/Split	HRPT1	HGNC:16783|CDC73|Approved
HGNC:5191	Merged/Split	C1orf28	HGNC:16783|CDC73|Approved
HGNC:5202	Merged/Split	HSAS1	HGNC:6470|L1CAM|Approved
HGNC:5204	Merged/Split	HSC	HGNC:4012|FUT1|Approved
HGNC:5205	Merged/Split	HSCR	HGNC:3180|EDNRB|Approved
HGNC:5206	Merged/Split	HSCR1	HGNC:9967|RET|Approved
HGNC:5207	Merged/Split	HSCR2	HGNC:3180|EDNRB|Approved
HGNC:5214	Merged/Split	HSD17B5	HGNC:386|AKR1C3|Approved
HGNC:5230	Merged/Split	HSN1	HGNC:11277|SPTLC1|Approved
HGNC:5231	Merged/Split	HSPA10	HGNC:5241|HSPA8|Approved
HGNC:5236	Entry Withdrawn	HSPA3	
HGNC:5243	Entry Withdrawn	HSPA9A	
HGNC:5250	Entry Withdrawn	HSPBL1	
HGNC:5257	Merged/Split	HSPCAL4	HGNC:5253|HSP90AA1|Approved
HGNC:5260	Merged/Split	HSPCP2	HGNC:12099|HSP90B2P|Approved
